Producto;Precio;Año;Mes;Origen
LECHUGA BATAVIA;0.35 €;2017;6;MecaMadrid
LECHUGA TROCADERO;0.36 €;2017;6;MecaMadrid
COL LOMBARDA;0.59 €;2017;6;MecaMadrid
MAIZ;1.88 €;2017;6;MecaMadrid
NABOS;0.67 €;2017;6;MecaMadrid
PEPINO CORTO TIPO ESPAÑOL;0.58 €;2017;6;MecaMadrid
PEREJIL;0.65 €;2017;6;MecaMadrid
PIMIENTAS VERDES;0.01 €;2017;6;MecaMadrid
PIMIENTOS LAMUYOS;1.34 €;2017;6;MecaMadrid
PIMIENTO DE PADRON;1.64 €;2017;6;MecaMadrid
PIMIENTO ROJO CALIFORNIA;1.20 €;2017;6;MecaMadrid
PIMIENTO VERDE ITALIANO;1.07 €;2017;6;MecaMadrid
PIMIENTOS ROJOS;1.41 €;2017;6;MecaMadrid
PRECOCINADOS VEGETALES;0.00 €;2017;6;MecaMadrid
PUERROS;0.76 €;2017;6;MecaMadrid
QUINTA GAMA HORTALIZAS;0.00 €;2017;6;MecaMadrid
RABANILLAS;0.00 €;2017;6;MecaMadrid
RABANOS;0.90 €;2017;6;MecaMadrid
REMOLACHA;1.20 €;2017;6;MecaMadrid
RESTO DE HORTALIZAS;0.01 €;2017;6;MecaMadrid
ROMANESCU;2.13 €;2017;6;MecaMadrid
SETAS DE CULTIVO;2.13 €;2017;6;MecaMadrid
SETA SHII-TAKE;5.00 €;2017;6;MecaMadrid
TABELLA;0.01 €;2017;6;MecaMadrid
TIRABEQUES;2.00 €;2017;6;MecaMadrid
TOMATE MAZARRON;0.96 €;2017;6;MecaMadrid
TOMATE RAF;1.63 €;2017;6;MecaMadrid
TOMATE EN RAMA;0.74 €;2017;6;MecaMadrid
TOMATE PERA;0.67 €;2017;6;MecaMadrid
TOMATE CHERRY;1.97 €;2017;6;MecaMadrid
TOMATE DANIELA;0.73 €;2017;6;MecaMadrid
TOMATE KUMATO;0.74 €;2017;6;MecaMadrid
YUCA;1.55 €;2017;6;MecaMadrid
ZANAHORIA EN RAMA;0.70 €;2017;6;MecaMadrid
ZANAHORIAS O CARLOTA NANT;0.40 €;2017;6;MecaMadrid
PATATA NUEVA;0.23 €;2017;6;MecaMadrid
PATATA AGRIA GRANEL;0.44 €;2017;6;MecaMadrid
PATATA MONA LISA CONFECCI;0.50 €;2017;6;MecaMadrid
PATATA ROJA;0.36 €;2017;6;MecaMadrid
ACEITUNAS;0.00 €;2017;6;MecaMadrid
ACEITUNAS;3.46 €;2017;7;MecaMadrid
AGUACATE HASS;3.50 €;2017;7;MecaMadrid
ALBARICOQUES MONIQUI;1.31 €;2017;7;MecaMadrid
BANANITOS;6.33 €;2017;7;MecaMadrid
BREVAS;3.25 €;2017;7;MecaMadrid
CEREZAS PICOTAS;2.33 €;2017;7;MecaMadrid
CEREZAS O.V.;2.16 €;2017;7;MecaMadrid
CIRUELAS JAPAN;1.06 €;2017;7;MecaMadrid
CIRUELAS SANTA ROSA;0.70 €;2017;7;MecaMadrid
CIRUELA FRESA;1.00 €;2017;7;MecaMadrid
CIRUELAS CLAUDIA FRANCESA;0.85 €;2017;7;MecaMadrid
CIRUELAS MORADAS;0.69 €;2017;7;MecaMadrid
CIRUELAS REINA CLAUDIA;1.61 €;2017;7;MecaMadrid
COCO EN SECO;0.70 €;2017;7;MecaMadrid
CUARTA GAMA FRUTAS;0.00 €;2017;7;MecaMadrid
DATILES;3.20 €;2017;7;MecaMadrid
DATIL MEDJOUL;6.00 €;2017;7;MecaMadrid
FISALIS;7.33 €;2017;7;MecaMadrid
FRAMBUESAS;9.53 €;2017;7;MecaMadrid
FRESAS;2.75 €;2017;7;MecaMadrid
FRESON;2.67 €;2017;7;MecaMadrid
FRUTA DE LA PASION;7.00 €;2017;7;MecaMadrid
ALMENDRA LARGUETA TOSTADA;11.85 €;2017;7;MecaMadrid
PANCHITO CON PIEL;2.25 €;2017;7;MecaMadrid
PISTACHO IRANI;13.45 €;2017;7;MecaMadrid
CACAHUETE SIN SAL;2.25 €;2017;7;MecaMadrid
CACAHUETE CON SAL;1.85 €;2017;7;MecaMadrid
PANCHITO SIN PIEL;2.75 €;2017;7;MecaMadrid
GRANADAS;2.00 €;2017;7;MecaMadrid
GROSELLA;12.00 €;2017;7;MecaMadrid
HIGOS NEGROS;2.31 €;2017;7;MecaMadrid
HIGOS VERDES;2.89 €;2017;7;MecaMadrid
KIWI KIWIGOLD;3.70 €;2017;7;MecaMadrid
KIWI PULPA VERDE;2.50 €;2017;7;MecaMadrid
LIMA;2.90 €;2017;7;MecaMadrid
LIMONES VERNA;1.39 €;2017;7;MecaMadrid
LIMON EUREKA;1.40 €;2017;7;MecaMadrid
MANDARINA IMPORTACION;1.90 €;2017;7;MecaMadrid
MANDARINA ORRI;2.25 €;2017;7;MecaMadrid
MANDARINAS CLEMENTINAS;1.40 €;2017;7;MecaMadrid
MANDARINAS CLEMENVILLES;1.48 €;2017;7;MecaMadrid
MANGOS;3.72 €;2017;7;MecaMadrid
MANZANA ROYAL GALA;1.40 €;2017;7;MecaMadrid
MANZANA FUJI;1.57 €;2017;7;MecaMadrid
MANZANA PINK LADY;2.00 €;2017;7;MecaMadrid
MANZANAS STARKING;1.10 €;2017;7;MecaMadrid
MANZANA GRANNY SMITH;1.17 €;2017;7;MecaMadrid
MANZANAS REINETA;1.65 €;2017;7;MecaMadrid
MANZANAS GOLDEN;1.05 €;2017;7;MecaMadrid
MARACUYA;7.20 €;2017;7;MecaMadrid
MELOCOTONES AMARILLO;1.40 €;2017;7;MecaMadrid
MELOCOTON ROJO;0.85 €;2017;7;MecaMadrid
MELONES CANTALOUP;0.67 €;2017;7;MecaMadrid
MELON CATEGORIA;0.65 €;2017;7;MecaMadrid
MELONES GALIA;0.58 €;2017;7;MecaMadrid
MELONES AMARILLO;0.43 €;2017;7;MecaMadrid
MELONES PIEL DE SAPO;0.46 €;2017;7;MecaMadrid
MEMBRILLOS;1.00 €;2017;7;MecaMadrid
MORAS;12.80 €;2017;7;MecaMadrid
NARANJA VALENCIA LATE;0.83 €;2017;7;MecaMadrid
NARANJAS NAVEL;1.04 €;2017;7;MecaMadrid
NARANJA NAVEL POWEL;1.33 €;2017;7;MecaMadrid
NARANJA SALUSTIANA;1.00 €;2017;7;MecaMadrid
NARANJA NAVELINA;1.20 €;2017;7;MecaMadrid
NECTARINA NACIONAL;1.01 €;2017;7;MecaMadrid
NUECES;4.40 €;2017;7;MecaMadrid
PAPAYA GIGANTE;2.44 €;2017;7;MecaMadrid
PAPAYA O.V.;2.75 €;2017;7;MecaMadrid
PARAGUAYAS;1.00 €;2017;7;MecaMadrid
PARAGUAYO O PLATERETA;1.30 €;2017;7;MecaMadrid
PERA ETRUSCA;0.87 €;2017;7;MecaMadrid
PERAS CONFERENCE;1.45 €;2017;7;MecaMadrid
PERAS MORATINI;0.86 €;2017;7;MecaMadrid
PERA MAGALLON;1.27 €;2017;7;MecaMadrid
PERAS ERCOLINI;1.28 €;2017;7;MecaMadrid
PERAS BLANQUILLAS;1.50 €;2017;7;MecaMadrid
PERAS CASTELL O SANJUANER;1.50 €;2017;7;MecaMadrid
PERAS LIMONERAS;0.95 €;2017;7;MecaMadrid
PIÑA BABY;4.00 €;2017;7;MecaMadrid
PIÑA GOLDEN SWEET;1.08 €;2017;7;MecaMadrid
PLATANOS EXTRA;0.89 €;2017;7;MecaMadrid
PLATANO MACHO;0.92 €;2017;7;MecaMadrid
PLATANO IMPORT. O BANANA;0.79 €;2017;7;MecaMadrid
POMELO ROJO;1.35 €;2017;7;MecaMadrid
RESTO DE FRUTAS;0.01 €;2017;7;MecaMadrid
SANDIA CON SEMILLA;0.23 €;2017;7;MecaMadrid
SANDIA SIN SEMILLA;0.49 €;2017;7;MecaMadrid
UVA NEGRA OTRAS VARIEDADE;1.15 €;2017;7;MecaMadrid
UVA SIN SEMILLA NEGRA;2.68 €;2017;7;MecaMadrid
UVA CARDINALE;0.88 €;2017;7;MecaMadrid
UVA RED GLOBER;1.87 €;2017;7;MecaMadrid
UVA SIN SEMILLA BLANCA;1.27 €;2017;7;MecaMadrid
UVA VICTORIA;1.70 €;2017;7;MecaMadrid
UVA MICHELLE PARLIER;0.72 €;2017;7;MecaMadrid
ACELGAS;0.74 €;2017;7;MecaMadrid
AJOS SECOS;1.80 €;2017;7;MecaMadrid
ALCACHOFAS DE LEVANTE;2.50 €;2017;7;MecaMadrid
ALPICOCES;0.01 €;2017;7;MecaMadrid
APIO VERDE;0.60 €;2017;7;MecaMadrid
APIONABO;1.00 €;2017;7;MecaMadrid
BATATAS YEMA DE HUEVO;1.20 €;2017;7;MecaMadrid
BERENJENAS MORADAS;1.03 €;2017;7;MecaMadrid
BERROS;7.00 €;2017;7;MecaMadrid
BONIATOS;1.80 €;2017;7;MecaMadrid
BORRAJAS O.V.;2.00 €;2017;7;MecaMadrid
BROCOLI;1.37 €;2017;7;MecaMadrid
CALABACIN VERDE;0.62 €;2017;7;MecaMadrid
CALABAZA O.V.;0.83 €;2017;7;MecaMadrid
CARDOS;1.60 €;2017;7;MecaMadrid
CEBOLLA FRANCESA/ECHALOTE;2.60 €;2017;7;MecaMadrid
CEBOLLA MORADA;0.44 €;2017;7;MecaMadrid
CEBOLLA BABOSA;0.19 €;2017;7;MecaMadrid
CEBOLLA BLANCA DULCE;0.70 €;2017;7;MecaMadrid
CEBOLLA NUEVA;0.19 €;2017;7;MecaMadrid
CEBOLLA TIERNA;0.60 €;2017;7;MecaMadrid
CHAMPIÑON;1.70 €;2017;7;MecaMadrid
CHIRIVIAS;1.00 €;2017;7;MecaMadrid
COLES-REPOLLO;0.38 €;2017;7;MecaMadrid
COL CHINA;1.12 €;2017;7;MecaMadrid
COLIFLOR;2.54 €;2017;7;MecaMadrid
CONGELADOS VEGEALES;0.00 €;2017;7;MecaMadrid
CONSERVAS VEGETALES;0.00 €;2017;7;MecaMadrid
CUARTA GAMA HORTALIZAS;0.00 €;2017;7;MecaMadrid
ELABORADOS VEGETALES;0.00 €;2017;7;MecaMadrid
ENDIBIA;0.45 €;2017;7;MecaMadrid
ACHICORIA;1.40 €;2017;7;MecaMadrid
ESCAROLAS;0.75 €;2017;7;MecaMadrid
ESPARRAGO VERDE;6.93 €;2017;7;MecaMadrid
ESPINACAS;0.55 €;2017;7;MecaMadrid
GRELOS;0.40 €;2017;7;MecaMadrid
GUINDILLAS ROJAS;1.40 €;2017;7;MecaMadrid
GUINDILLAS VERDES;1.00 €;2017;7;MecaMadrid
GUISANTES;1.20 €;2017;7;MecaMadrid
HABAS VERDES;0.90 €;2017;7;MecaMadrid
HINOJO;1.30 €;2017;7;MecaMadrid
JENGIBRE;1.30 €;2017;7;MecaMadrid
JUDIA VERDE HELDA;1.57 €;2017;7;MecaMadrid
JUDIAS VERDES GARRAFAL;4.82 €;2017;7;MecaMadrid
LAUREL;0.25 €;2017;7;MecaMadrid
LECHUGA BATAVIA;0.36 €;2017;7;MecaMadrid
LECHUGA TROCADERO;0.43 €;2017;7;MecaMadrid
COGOLLOS;0.08 €;2017;7;MecaMadrid
LECHUGA HOJA DE ROBLE;0.53 €;2017;7;MecaMadrid
LECHUGAS ROMANAS;0.39 €;2017;7;MecaMadrid
LECHUGA LOLLO ROSSO;0.53 €;2017;7;MecaMadrid
LECHUGAS ICEBERG;0.42 €;2017;7;MecaMadrid
COL LOMBARDA;0.60 €;2017;7;MecaMadrid
MACHE O BERROS;8.00 €;2017;7;MecaMadrid
MAIZ;1.88 €;2017;7;MecaMadrid
NABOS;0.67 €;2017;7;MecaMadrid
PEPINO CORTO TIPO ESPAÑOL;0.44 €;2017;7;MecaMadrid
PEREJIL;0.65 €;2017;7;MecaMadrid
PIMIENTAS VERDES;0.01 €;2017;7;MecaMadrid
PIMIENTO AMARILLO;1.53 €;2017;7;MecaMadrid
PIMIENTOS LAMUYOS;1.03 €;2017;7;MecaMadrid
PIMIENTO DE PADRON;1.06 €;2017;7;MecaMadrid
PIMIENTO VERDE ITALIANO;1.10 €;2017;7;MecaMadrid
PIMIENTOS ROJOS;1.75 €;2017;7;MecaMadrid
PRECOCINADOS VEGETALES;0.00 €;2017;7;MecaMadrid
PUERROS;0.77 €;2017;7;MecaMadrid
QUINTA GAMA HORTALIZAS;0.00 €;2017;7;MecaMadrid
RABANOS;0.90 €;2017;7;MecaMadrid
REMOLACHA;1.20 €;2017;7;MecaMadrid
RESTO DE HORTALIZAS;0.01 €;2017;7;MecaMadrid
ROMANESCU;2.13 €;2017;7;MecaMadrid
SETAS DE CULTIVO;3.02 €;2017;7;MecaMadrid
SETA DE CARDO;11.00 €;2017;7;MecaMadrid
SETA SHII-TAKE;6.82 €;2017;7;MecaMadrid
TABELLA;0.01 €;2017;7;MecaMadrid
TIRABEQUES;2.00 €;2017;7;MecaMadrid
TOMATE MAZARRON;0.88 €;2017;7;MecaMadrid
TOMATE RAF;2.29 €;2017;7;MecaMadrid
TOMATE EN RAMA;0.74 €;2017;7;MecaMadrid
TOMATE PERA;0.70 €;2017;7;MecaMadrid
TOMATE CHERRY;1.77 €;2017;7;MecaMadrid
TOMATE DANIELA;0.75 €;2017;7;MecaMadrid
TOMATE KUMATO;0.86 €;2017;7;MecaMadrid
YUCA;1.55 €;2017;7;MecaMadrid
ZANAHORIAS O CARLOTA NANT;0.40 €;2017;7;MecaMadrid
ZANAHORIA EN RAMA;0.78 €;2017;7;MecaMadrid
PATATA MONA LISA CONFECCI;0.45 €;2017;7;MecaMadrid
PATATA NUEVA;0.19 €;2017;7;MecaMadrid
PATATA ROJA;0.29 €;2017;7;MecaMadrid
PATATA SPUNTA;0.19 €;2017;7;MecaMadrid
PATATA AGRIA GRANEL;0.33 €;2017;7;MecaMadrid
ACEITUNAS;0.00 €;2017;7;MecaMadrid
ACEITUNAS;3.46 €;2017;8;MecaMadrid
AGUACATE HASS;3.23 €;2017;8;MecaMadrid
ALBARICOQUE COMUN;0.87 €;2017;8;MecaMadrid
ALBARICOQUES MONIQUI;1.10 €;2017;8;MecaMadrid
BELLOTAS;0.01 €;2017;8;MecaMadrid
CEREZAS O.V.;6.93 €;2017;8;MecaMadrid
CEREZAS PICOTAS;2.40 €;2017;8;MecaMadrid
CIRUELAS GOLDEN;0.65 €;2017;8;MecaMadrid
CIRUELAS MORADAS;0.67 €;2017;8;MecaMadrid
CIRUELAS JAPAN;1.00 €;2017;8;MecaMadrid
CIRUELAS TOLOSA;1.20 €;2017;8;MecaMadrid
CIRUELA SUN GOLD;0.90 €;2017;8;MecaMadrid
CIRUELAS REINA CLAUDIA;1.37 €;2017;8;MecaMadrid
COCO EN SECO;0.69 €;2017;8;MecaMadrid
CUARTA GAMA FRUTAS;0.00 €;2017;8;MecaMadrid
DATILES;3.20 €;2017;8;MecaMadrid
DATIL MEDJOUL;6.00 €;2017;8;MecaMadrid
FISALIS;7.33 €;2017;8;MecaMadrid
FRAMBUESAS;9.60 €;2017;8;MecaMadrid
FRESON;2.73 €;2017;8;MecaMadrid
CACAHUETE CON SAL;1.85 €;2017;8;MecaMadrid
PANCHITO SIN PIEL;2.75 €;2017;8;MecaMadrid
CACAHUETE SIN SAL;2.25 €;2017;8;MecaMadrid
ALMENDRA LARGUETA TOSTADA;11.85 €;2017;8;MecaMadrid
PANCHITO CON PIEL;2.25 €;2017;8;MecaMadrid
PISTACHO IRANI;13.45 €;2017;8;MecaMadrid
GRANADAS;2.03 €;2017;8;MecaMadrid
GROSELLA;12.00 €;2017;8;MecaMadrid
HIGO CHUMBO;1.20 €;2017;8;MecaMadrid
HIGOS VERDES;2.14 €;2017;8;MecaMadrid
HIGOS NEGROS;1.71 €;2017;8;MecaMadrid
KIWI KIWIGOLD;3.70 €;2017;8;MecaMadrid
KIWI PULPA VERDE;3.03 €;2017;8;MecaMadrid
LIMA;2.10 €;2017;8;MecaMadrid
LIMON EUREKA;1.23 €;2017;8;MecaMadrid
LIMONES VERNA;1.14 €;2017;8;MecaMadrid
MANDARINA ORRI;2.30 €;2017;8;MecaMadrid
MANDARINAS CLEMENTINAS;1.52 €;2017;8;MecaMadrid
MANDARINAS CLEMENVILLES;1.42 €;2017;8;MecaMadrid
MANDARINAS SATSUMAS;1.13 €;2017;8;MecaMadrid
MANDARINA NADORCOTT;2.20 €;2017;8;MecaMadrid
MANGOS;2.77 €;2017;8;MecaMadrid
MANZANA ROYAL GALA;1.16 €;2017;8;MecaMadrid
MANZANA GRANNY SMITH;1.19 €;2017;8;MecaMadrid
MANZANAS REINETA;1.46 €;2017;8;MecaMadrid
MANZANA FUJI;1.35 €;2017;8;MecaMadrid
MANZANA PINK LADY;2.00 €;2017;8;MecaMadrid
MANZANAS STARKING;1.09 €;2017;8;MecaMadrid
MANZANAS GOLDEN;1.05 €;2017;8;MecaMadrid
MELOCOTONES AMARILLO;1.21 €;2017;8;MecaMadrid
MELOCOTON ROJO;0.74 €;2017;8;MecaMadrid
MELOCOTONES CALANDA;1.50 €;2017;8;MecaMadrid
MELONES CANTALOUP;0.73 €;2017;8;MecaMadrid
MELONES GALIA;0.74 €;2017;8;MecaMadrid
MELONES AMARILLO;0.40 €;2017;8;MecaMadrid
MELONES PIEL DE SAPO;0.47 €;2017;8;MecaMadrid
MORAS;9.60 €;2017;8;MecaMadrid
NARANJA NAVEL POWEL;1.34 €;2017;8;MecaMadrid
NARANJA SALUSTIANA;1.00 €;2017;8;MecaMadrid
NARANJA NAVEL LATE;1.22 €;2017;8;MecaMadrid
NARANJA VALENCIA LATE;0.99 €;2017;8;MecaMadrid
NARANJAS NAVEL;1.06 €;2017;8;MecaMadrid
NECTARINA NACIONAL;0.88 €;2017;8;MecaMadrid
NUECES;4.40 €;2017;8;MecaMadrid
PAPAYA GIGANTE;2.44 €;2017;8;MecaMadrid
PAPAYA O.V.;2.75 €;2017;8;MecaMadrid
PARAGUAYAS;0.81 €;2017;8;MecaMadrid
PARAGUAYO O PLATERETA;0.74 €;2017;8;MecaMadrid
PARCHITAS;0.01 €;2017;8;MecaMadrid
PERAS CONFERENCE;1.36 €;2017;8;MecaMadrid
PERAS BLANQUILLAS;1.22 €;2017;8;MecaMadrid
PERAS ERCOLINI;1.07 €;2017;8;MecaMadrid
PERAS LIMONERAS;0.68 €;2017;8;MecaMadrid
PIÑA BABY;4.00 €;2017;8;MecaMadrid
PIÑA GOLDEN SWEET;1.26 €;2017;8;MecaMadrid
PITAHAYA ROJA;10.40 €;2017;8;MecaMadrid
PITAHAYA AMARILLA;9.60 €;2017;8;MecaMadrid
PLATANOS EXTRA;0.89 €;2017;8;MecaMadrid
PLATANO MACHO;1.40 €;2017;8;MecaMadrid
PLATANO IMPORT. O BANANA;0.70 €;2017;8;MecaMadrid
POMELO ROJO;1.32 €;2017;8;MecaMadrid
RESTO DE FRUTAS;0.01 €;2017;8;MecaMadrid
SANDIA CON SEMILLA;0.18 €;2017;8;MecaMadrid
SANDIA SIN SEMILLA;0.39 €;2017;8;MecaMadrid
UVA IDEAL;1.10 €;2017;8;MecaMadrid
UVA MICHELLE PARLIER;0.63 €;2017;8;MecaMadrid
UVA ALFONSO LAVALLE;0.54 €;2017;8;MecaMadrid
UVA VILLANUEVA;0.74 €;2017;8;MecaMadrid
UVA CARDINALE;0.63 €;2017;8;MecaMadrid
UVA MOSCATEL ESPAÑOLA;1.92 €;2017;8;MecaMadrid
UVA RED GLOBER;1.14 €;2017;8;MecaMadrid
UVA SIN SEMILLA BLANCA;1.39 €;2017;8;MecaMadrid
UVA VICTORIA;1.05 €;2017;8;MecaMadrid
ACELGAS;0.66 €;2017;8;MecaMadrid
AJOS SECOS;1.80 €;2017;8;MecaMadrid
ALCACHOFAS DE LEVANTE;3.18 €;2017;8;MecaMadrid
ALPICOCES;0.01 €;2017;8;MecaMadrid
APIO VERDE;0.60 €;2017;8;MecaMadrid
APIONABO;1.00 €;2017;8;MecaMadrid
BATATAS YEMA DE HUEVO;1.16 €;2017;8;MecaMadrid
BERENJENAS MORADAS;1.06 €;2017;8;MecaMadrid
BERROS;7.00 €;2017;8;MecaMadrid
BONIATOS;1.80 €;2017;8;MecaMadrid
BORRAJAS O.V.;2.00 €;2017;8;MecaMadrid
BROCOLI;1.58 €;2017;8;MecaMadrid
CALABACIN VERDE;0.61 €;2017;8;MecaMadrid
CALABAZA O.V.;0.80 €;2017;8;MecaMadrid
CALABAZAS VIOLIN;0.65 €;2017;8;MecaMadrid
CARLOTAS;0.01 €;2017;8;MecaMadrid
CEBOLLA FRANCESA/ECHALOTE;2.60 €;2017;8;MecaMadrid
CEBOLLA GRANO DE ORO;0.22 €;2017;8;MecaMadrid
CEBOLLA MORADA;0.40 €;2017;8;MecaMadrid
CEBOLLA NUEVA;0.20 €;2017;8;MecaMadrid
CEBOLLA TIERNA;0.55 €;2017;8;MecaMadrid
CEBOLLA BLANCA DULCE;0.70 €;2017;8;MecaMadrid
CHAMPIÑON;1.78 €;2017;8;MecaMadrid
CHIRIVIAS;1.00 €;2017;8;MecaMadrid
COLES-REPOLLO;0.38 €;2017;8;MecaMadrid
COL CHINA;1.09 €;2017;8;MecaMadrid
COLIFLOR;1.82 €;2017;8;MecaMadrid
CONGELADOS VEGEALES;0.00 €;2017;8;MecaMadrid
CONSERVAS VEGETALES;0.00 €;2017;8;MecaMadrid
CUARTA GAMA HORTALIZAS;0.00 €;2017;8;MecaMadrid
ELABORADOS VEGETALES;0.00 €;2017;8;MecaMadrid
ACHICORIA;1.40 €;2017;8;MecaMadrid
ENDIBIA;0.45 €;2017;8;MecaMadrid
ESCAROLAS;0.76 €;2017;8;MecaMadrid
ESPARRAGO VERDE;6.69 €;2017;8;MecaMadrid
ESPINACAS;0.55 €;2017;8;MecaMadrid
GARROFON;1.40 €;2017;8;MecaMadrid
GRELOS;0.40 €;2017;8;MecaMadrid
GUINDILLAS ROJAS;1.40 €;2017;8;MecaMadrid
GUINDILLAS VERDES;1.00 €;2017;8;MecaMadrid
GUISANTES;1.20 €;2017;8;MecaMadrid
HABAS VERDES;0.90 €;2017;8;MecaMadrid
HINOJO;1.30 €;2017;8;MecaMadrid
JENGIBRE;1.30 €;2017;8;MecaMadrid
JUDIA VERDE HELDA;2.36 €;2017;8;MecaMadrid
JUDIA VERDE BOBY;1.77 €;2017;8;MecaMadrid
JUDIAS VERDES GARRAFAL;3.47 €;2017;8;MecaMadrid
LAUREL;0.25 €;2017;8;MecaMadrid
LECHUGA LOLLO ROSSO;0.53 €;2017;8;MecaMadrid
LECHUGAS ICEBERG;0.40 €;2017;8;MecaMadrid
COGOLLOS;0.08 €;2017;8;MecaMadrid
LECHUGA HOJA DE ROBLE;0.53 €;2017;8;MecaMadrid
LECHUGAS ROMANAS;0.38 €;2017;8;MecaMadrid
LECHUGA BATAVIA;0.32 €;2017;8;MecaMadrid
LECHUGA TROCADERO;0.42 €;2017;8;MecaMadrid
COL LOMBARDA;0.56 €;2017;8;MecaMadrid
MAIZ;1.88 €;2017;8;MecaMadrid
NABOS;0.67 €;2017;8;MecaMadrid
PEPINO CORTO TIPO ESPAÑOL;0.58 €;2017;8;MecaMadrid
PEREJIL;0.65 €;2017;8;MecaMadrid
PIMIENTAS VERDES;0.01 €;2017;8;MecaMadrid
PIMIENTO DE PADRON;1.20 €;2017;8;MecaMadrid
PIMIENTO VERDE ITALIANO;0.95 €;2017;8;MecaMadrid
PIMIENTOS ROJOS;1.53 €;2017;8;MecaMadrid
PIMIENTO AMARILLO;1.45 €;2017;8;MecaMadrid
PIMIENTOS LAMUYOS;0.90 €;2017;8;MecaMadrid
PRECOCINADOS VEGETALES;0.00 €;2017;8;MecaMadrid
PUERROS;0.78 €;2017;8;MecaMadrid
QUINTA GAMA HORTALIZAS;0.00 €;2017;8;MecaMadrid
RABANILLAS;0.00 €;2017;8;MecaMadrid
RABANOS;0.90 €;2017;8;MecaMadrid
REMOLACHA;1.20 €;2017;8;MecaMadrid
RESTO DE HORTALIZAS;0.01 €;2017;8;MecaMadrid
SETA SHII-TAKE;6.68 €;2017;8;MecaMadrid
SETAS DE CULTIVO;3.66 €;2017;8;MecaMadrid
SETA DE CARDO;11.00 €;2017;8;MecaMadrid
TIRABEQUES;2.00 €;2017;8;MecaMadrid
TOMATE MAZARRON;0.97 €;2017;8;MecaMadrid
TOMATE CHERRY;1.69 €;2017;8;MecaMadrid
TOMATE EN RAMA;0.80 €;2017;8;MecaMadrid
TOMATE PERA;0.69 €;2017;8;MecaMadrid
TOMATE DANIELA;0.74 €;2017;8;MecaMadrid
TOMATE KUMATO;0.82 €;2017;8;MecaMadrid
YUCA;1.55 €;2017;8;MecaMadrid
ZANAHORIA EN RAMA;0.80 €;2017;8;MecaMadrid
ZANAHORIAS O CARLOTA NANT;0.40 €;2017;8;MecaMadrid
PATATA NUEVA;0.18 €;2017;8;MecaMadrid
PATATA AGRIA GRANEL;0.30 €;2017;8;MecaMadrid
PATATA JAERLA GRANEL;0.18 €;2017;8;MecaMadrid
PATATA MONA LISA CONFECCI;0.44 €;2017;8;MecaMadrid
PATATA MONA LISA GRANEL;0.19 €;2017;8;MecaMadrid
PATATA ROJA;0.27 €;2017;8;MecaMadrid
PATATA SPUNTA;0.19 €;2017;8;MecaMadrid
ACEITUNAS;0.00 €;2017;8;MecaMadrid
ACEITUNAS;3.46 €;2017;9;MecaMadrid
AGUACATE HASS;3.34 €;2017;9;MecaMadrid
ALBARICOQUE COMUN;1.30 €;2017;9;MecaMadrid
AVELLANAS;5.50 €;2017;9;MecaMadrid
BANANITOS;6.33 €;2017;9;MecaMadrid
BREVAS;3.25 €;2017;9;MecaMadrid
CAQUI ROJO BRILLANTE;1.56 €;2017;9;MecaMadrid
CAQUIS;1.85 €;2017;9;MecaMadrid
CAQUI SHARON;1.34 €;2017;9;MecaMadrid
CASTAÑA NACIONAL;3.04 €;2017;9;MecaMadrid
CEREZAS O.V.;7.00 €;2017;9;MecaMadrid
CHIRIMOYAS;1.93 €;2017;9;MecaMadrid
CIRUELAS TOLOSA;1.21 €;2017;9;MecaMadrid
CIRUELAS REINA CLAUDIA;1.38 €;2017;9;MecaMadrid
CIRUELA ANASPAR;0.90 €;2017;9;MecaMadrid
CIRUELA ANGELENO;0.80 €;2017;9;MecaMadrid
CIRUELAS MORADAS;0.83 €;2017;9;MecaMadrid
COCO EN SECO;0.65 €;2017;9;MecaMadrid
CUARTA GAMA FRUTAS;0.00 €;2017;9;MecaMadrid
DATILES;3.20 €;2017;9;MecaMadrid
DATIL MEDJOUL;6.00 €;2017;9;MecaMadrid
FRAMBUESAS;12.00 €;2017;9;MecaMadrid
FRESON;3.57 €;2017;9;MecaMadrid
ALMENDRA LARGUETA TOSTADA;11.85 €;2017;9;MecaMadrid
PANCHITO CON PIEL;2.25 €;2017;9;MecaMadrid
PISTACHO IRANI;13.45 €;2017;9;MecaMadrid
CACAHUETE SIN SAL;2.25 €;2017;9;MecaMadrid
CACAHUETE CON SAL;1.85 €;2017;9;MecaMadrid
PANCHITO SIN PIEL;2.75 €;2017;9;MecaMadrid
GRANADAS;1.39 €;2017;9;MecaMadrid
GROSELLA ROJA;14.00 €;2017;9;MecaMadrid
GUAYABOS;8.00 €;2017;9;MecaMadrid
HIGO CHUMBO;1.40 €;2017;9;MecaMadrid
HIGOS SECOS NACIONALES;3.75 €;2017;9;MecaMadrid
HIGOS NEGROS;3.25 €;2017;9;MecaMadrid
HIGOS VERDES;2.71 €;2017;9;MecaMadrid
KIWI KIWIGOLD;3.68 €;2017;9;MecaMadrid
KIWI PULPA VERDE;3.30 €;2017;9;MecaMadrid
LIMA;1.55 €;2017;9;MecaMadrid
LIMONES VERNA;1.12 €;2017;9;MecaMadrid
LIMON EUREKA;1.19 €;2017;9;MecaMadrid
